STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total_threats,Total_fem,safety_index
KERALA,THRISSUR,2001,42,9,2,223,16,198,0,490,17378649,2.82E-05
KERALA,TRIVANDRUM,2001,57,21,6,345,2,210,0,641,17378649,3.69E-05
KERALA,WAYANADU,2001,35,1,0,56,3,59,0,154,17378649,8.86E-06
KERALA,TOTAL,2001,562,97,27,1942,81,2561,0,5270,17378649,0.000303246
MADHYA PRADESH,BALAGHAT,2001,87,11,3,157,12,72,0,342,35014503,9.77E-06
MADHYA PRADESH,BARWANI,2001,34,2,5,81,9,18,0,149,35014503,4.26E-06
MADHYA PRADESH,BETUL,2001,95,16,7,135,4,71,0,328,35014503,9.37E-06
MADHYA PRADESH,BHIND,2001,31,20,34,80,2,54,0,221,35014503,6.31E-06
MADHYA PRADESH,BHOPAL,2001,106,48,15,252,56,132,0,609,35014503,1.74E-05
MADHYA PRADESH,BHOPAL RLY.,2001,1,2,0,10,3,0,0,16,35014503,4.57E-07
MADHYA PRADESH,CHHATARPUR,2001,65,23,20,193,10,46,0,357,35014503,1.02E-05
MADHYA PRADESH,CHHINDWARA,2001,93,16,10,203,32,109,0,463,35014503,1.32E-05
MADHYA PRADESH,DAMOH,2001,66,10,28,189,0,58,0,351,35014503,1.00E-05
MADHYA PRADESH,DATIYA,2001,12,8,8,57,0,18,0,103,35014503,2.94E-06
MADHYA PRADESH,DEWAS,2001,78,11,15,279,80,96,0,559,35014503,1.60E-05
MADHYA PRADESH,DHAR,2001,68,18,41,168,21,88,0,404,35014503,1.15E-05
MADHYA PRADESH,DINDORI,2001,20,2,0,53,6,4,0,85,35014503,2.43E-06
MADHYA PRADESH,GUNA,2001,124,15,7,317,22,95,0,580,35014503,1.66E-05
MADHYA PRADESH,GWALIOR,2001,59,22,20,139,8,49,0,297,35014503,8.48E-06
MADHYA PRADESH,HARDA,2001,28,2,9,35,0,27,0,101,35014503,2.88E-06
MADHYA PRADESH,HOSHANGABAD,2001,65,13,9,109,6,31,0,233,35014503,6.65E-06
MADHYA PRADESH,INDORE,2001,84,35,25,215,63,161,0,583,35014503,1.67E-05
MADHYA PRADESH,INDORE RLY.,2001,2,0,0,5,1,0,0,8,35014503,2.28E-07
MADHYA PRADESH,JABALPUR,2001,108,20,28,264,50,81,0,551,35014503,1.57E-05
MADHYA PRADESH,JABALPUR RLY.,2001,0,0,1,4,0,0,0,5,35014503,1.43E-07
MADHYA PRADESH,JHABUA,2001,44,80,5,127,4,24,0,284,35014503,8.11E-06
MADHYA PRADESH,KATNI,2001,25,3,11,106,12,59,0,216,35014503,6.17E-06
MADHYA PRADESH,KHANDWA,2001,63,12,11,184,15,49,0,334,35014503,9.54E-06
MADHYA PRADESH,KHARGON,2001,47,14,5,164,29,21,0,280,35014503,8.00E-06
MADHYA PRADESH,MANDLA,2001,64,9,4,151,19,46,0,293,35014503,8.37E-06
MADHYA PRADESH,MANDSAUR,2001,41,8,4,102,11,30,0,196,35014503,5.60E-06
MADHYA PRADESH,MORENA,2001,35,18,29,77,2,34,0,195,35014503,5.57E-06
MADHYA PRADESH,NARSINGHPUR,2001,70,4,22,156,16,40,0,308,35014503,8.80E-06
MADHYA PRADESH,NEEMUCH,2001,37,7,1,83,18,62,0,208,35014503,5.94E-06
MADHYA PRADESH,PANNA,2001,44,10,19,104,2,31,0,210,35014503,6.00E-06
MADHYA PRADESH,RAISEN,2001,79,9,20,194,31,50,0,383,35014503,1.09E-05
MADHYA PRADESH,RAJGARH,2001,95,9,7,196,26,49,0,382,35014503,1.09E-05
MADHYA PRADESH,RATLAM,2001,70,13,4,125,28,53,0,293,35014503,8.37E-06
MADHYA PRADESH,REWA,2001,31,18,18,105,2,56,0,230,35014503,6.57E-06
MADHYA PRADESH,SAGAR,2001,141,16,29,509,0,142,0,837,35014503,2.39E-05
MADHYA PRADESH,SATNA,2001,58,5,19,157,6,65,0,310,35014503,8.85E-06
MADHYA PRADESH,SEONI,2001,52,2,10,106,23,25,0,218,35014503,6.23E-06
MADHYA PRADESH,SHAHDOL,2001,63,13,9,216,3,87,0,391,35014503,1.12E-05
MADHYA PRADESH,SHAJAPUR,2001,90,8,8,153,36,65,0,360,35014503,1.03E-05
MADHYA PRADESH,SHEOPUR,2001,21,3,6,52,0,14,0,96,35014503,2.74E-06
MADHYA PRADESH,SHIVPURI,2001,72,11,14,172,2,26,0,297,35014503,8.48E-06
MADHYA PRADESH,SIDHI,2001,42,30,27,105,2,66,0,272,35014503,7.77E-06
MADHYA PRADESH,SIHORE,2001,59,27,5,130,17,45,0,283,35014503,8.08E-06
MADHYA PRADESH,TIKAMGARH,2001,86,4,15,177,2,27,0,311,35014503,8.88E-06
MADHYA PRADESH,UJJAIN,2001,59,33,7,161,33,109,0,402,35014503,1.15E-05
MADHYA PRADESH,UMARIYA,2001,25,2,2,61,5,21,0,116,35014503,3.31E-06
MADHYA PRADESH,VIDISHA,2001,112,6,13,245,22,56,0,454,35014503,1.30E-05
MADHYA PRADESH,TOTAL,2001,2851,668,609,7063,751,2562,0,14504,35014503,0.000414228
MAHARASHTRA,AHMEDNAGAR,2001,44,25,0,74,2,496,0,641,54131277,1.18E-05
MAHARASHTRA,AKOLA,2001,15,14,2,109,7,189,0,336,54131277,6.21E-06
MAHARASHTRA,AMRAVATI COMMR.,2001,23,23,10,43,26,55,0,180,54131277,3.33E-06
MAHARASHTRA,AMRAVATI RURAL,2001,42,25,4,99,38,92,0,300,54131277,5.54E-06
MAHARASHTRA,AURANGABAD COMMR.,2001,14,14,4,33,12,102,0,179,54131277,3.31E-06
MAHARASHTRA,AURANGABAD RURAL,2001,28,6,6,53,12,247,0,352,54131277,6.50E-06
MAHARASHTRA,BEED,2001,22,15,2,78,15,177,0,309,54131277,5.71E-06
MAHARASHTRA,BHANDARA,2001,39,1,5,71,37,60,0,213,54131277,3.93E-06
MAHARASHTRA,BULDHANA,2001,22,18,35,118,21,223,0,437,54131277,8.07E-06
MAHARASHTRA,CHANDRAPUR,2001,43,7,2,102,28,144,0,326,54131277,6.02E-06
MAHARASHTRA,DHULE,2001,16,6,6,17,8,127,0,180,54131277,3.33E-06
MAHARASHTRA,GADCHIROLI,2001,27,6,0,55,17,57,0,162,54131277,2.99E-06
MAHARASHTRA,GONDIA,2001,23,17,4,85,22,80,0,231,54131277,4.27E-06
MAHARASHTRA,HINGOLI,2001,20,8,2,44,4,134,0,212,54131277,3.92E-06
MAHARASHTRA,JALGAON,2001,19,12,5,76,31,389,0,532,54131277,9.83E-06
MAHARASHTRA,JALNA,2001,16,8,5,56,7,172,0,264,54131277,4.88E-06
MAHARASHTRA,KOLHAPUR,2001,26,13,19,46,7,80,0,191,54131277,3.53E-06
MAHARASHTRA,LATUR,2001,7,22,38,50,7,150,0,274,54131277,5.06E-06
MAHARASHTRA,MUMBAI,2001,127,12,18,274,44,198,0,673,54131277,1.24E-05
MAHARASHTRA,MUMBAI RLY.,2001,2,0,0,5,0,0,0,7,54131277,1.29E-07
MAHARASHTRA,NAGPUR COMMR.,2001,39,51,7,75,56,218,0,446,54131277,8.24E-06
MAHARASHTRA,NAGPUR RLY.,2001,2,0,2,4,0,0,0,8,54131277,1.48E-07
MAHARASHTRA,NAGPUR RURAL,2001,81,16,3,131,294,141,0,666,54131277,1.23E-05
MAHARASHTRA,NANDED,2001,23,36,21,85,22,202,0,389,54131277,7.19E-06
MAHARASHTRA,NANDURBAR,2001,16,6,2,27,1,78,0,130,54131277,2.40E-06
MAHARASHTRA,NASIK COMMR.,2001,9,9,3,19,2,99,0,141,54131277,2.60E-06
MAHARASHTRA,NASIK RURAL,2001,39,10,7,74,37,339,0,506,54131277,9.35E-06
MAHARASHTRA,NAVI MUMBAI,2001,17,7,5,23,5,57,0,114,54131277,2.11E-06
MAHARASHTRA,OSMANABAD,2001,16,7,2,52,6,102,0,185,54131277,3.42E-06
MAHARASHTRA,PARBHANI,2001,25,16,1,57,10,120,0,229,54131277,4.23E-06
MAHARASHTRA,PUNE COMMR.,2001,56,28,2,54,105,147,1,393,54131277,7.26E-06
MAHARASHTRA,PUNE RLY.,2001,0,0,0,3,0,0,0,3,54131277,5.54E-08
MAHARASHTRA,PUNE RURAL,2001,42,17,5,64,11,165,0,304,54131277,5.62E-06
MAHARASHTRA,RAIGAD,2001,20,1,1,29,7,55,0,113,54131277,2.09E-06
MAHARASHTRA,RATNAGIRI,2001,10,4,0,32,19,62,0,127,54131277,2.35E-06
MAHARASHTRA,SANGLI,2001,32,8,12,54,22,96,0,224,54131277,4.14E-06
MAHARASHTRA,SATARA,2001,32,7,13,49,9,179,0,289,54131277,5.34E-06
MAHARASHTRA,SINDHUDURG,2001,7,2,0,20,13,8,0,50,54131277,9.24E-07
MAHARASHTRA,SOLAPUR COMMR.,2001,16,11,6,15,4,62,0,114,54131277,2.11E-06
MAHARASHTRA,SOLAPUR RURAL,2001,35,14,6,40,12,90,0,197,54131277,3.64E-06
MAHARASHTRA,THANE COMMR.,2001,39,37,6,69,43,212,0,406,54131277,7.50E-06
MAHARASHTRA,THANE RURAL,2001,65,16,6,76,25,104,0,292,54131277,5.39E-06
MAHARASHTRA,WARDHA,2001,35,12,9,98,35,89,0,278,54131277,5.14E-06
MAHARASHTRA,WASHIM,2001,15,13,10,60,10,116,0,224,54131277,4.14E-06
MAHARASHTRA,YAVATMAL,2001,56,31,12,125,27,177,0,428,54131277,7.91E-06
MAHARASHTRA,TOTAL,2001,1302,611,308,2823,1120,6090,1,12255,54131277,0.000226394
MANIPUR,BISHNUPUR,2001,1,3,0,0,0,1,0,5,1280219,3.91E-06
MANIPUR,CHANDEL,2001,0,1,0,0,0,0,0,1,1280219,7.81E-07
MANIPUR,CHURACHANDPUR,2001,1,0,0,0,0,0,0,1,1280219,7.81E-07
MANIPUR,IMPHAL(EAST),2001,7,6,0,2,0,1,0,16,1280219,1.25E-05
MANIPUR,IMPHAL(WEST),2001,7,37,0,17,0,3,0,64,1280219,5.00E-05
MANIPUR,SENAPATI,2001,0,0,0,0,0,0,0,0,1280219,0
MANIPUR,TAMENGLONG,2001,0,0,0,0,0,0,0,0,1280219,0
MANIPUR,THOUBAL,2001,4,14,0,1,0,0,0,19,1280219,1.48E-05
MANIPUR,UKHRUL,2001,0,1,0,1,0,0,0,2,1280219,1.56E-06
MANIPUR,TOTAL,2001,20,62,0,21,0,5,0,108,1280219,8.44E-05
MEGHALAYA,GARO HILLS EAST,2001,2,0,0,2,0,0,0,4,1475057,2.71E-06
MEGHALAYA,GARO HILLS SOUTH,2001,1,0,0,0,0,1,0,2,1475057,1.36E-06
MEGHALAYA,GARO HILLS WEST,2001,5,0,0,8,0,0,0,13,1475057,8.81E-06
MEGHALAYA,JAINTIA HILLS,2001,7,4,0,3,0,0,0,14,1475057,9.49E-06
MEGHALAYA,KHASI HILLS EAST,2001,5,5,0,8,0,3,0,21,1475057,1.42E-05
MEGHALAYA,KHASI HILLS WEST,2001,4,0,0,2,0,0,0,6,1475057,4.07E-06
MEGHALAYA,RI-BHOI,2001,2,2,0,2,0,0,0,6,1475057,4.07E-06
MEGHALAYA,TOTAL,2001,26,11,0,25,0,4,0,66,1475057,4.47E-05
MIZORAM,AIZAWL,2001,26,0,0,13,0,1,0,40,541867,7.38E-05
MIZORAM,CHAMPHAI,2001,7,0,0,7,0,0,0,14,541867,2.58E-05
MIZORAM,KOLASIB,2001,6,0,0,15,0,0,0,21,541867,3.88E-05
MIZORAM,LAWNGTLAI,2001,2,0,0,0,0,0,0,2,541867,3.69E-06
MIZORAM,LUNGLEI,2001,3,0,0,11,0,0,0,14,541867,2.58E-05
MIZORAM,MAMIT,2001,0,0,0,0,0,15,2,17,541867,3.14E-05
MIZORAM,SAIHA,2001,3,0,0,6,0,0,0,9,541867,1.66E-05
MIZORAM,SERCHHIP,2001,5,1,0,0,0,0,1,7,541867,1.29E-05
MIZORAM,TOTAL,2001,52,1,0,52,0,16,3,124,541867,0.000228838
NAGALAND,DIMAPUR,2001,4,4,0,0,0,0,0,8,953853,8.39E-06
NAGALAND,KIPHIRE,2001,0,0,0,0,0,0,0,0,953853,0
NAGALAND,KOHIMA,2001,6,0,0,6,0,0,0,12,953853,1.26E-05
NAGALAND,MOKOKCHUNG,2001,1,0,0,0,0,0,0,1,953853,1.05E-06
NAGALAND,MON,2001,2,2,0,0,0,0,0,4,953853,4.19E-06
NAGALAND,PEREN,2001,0,0,0,0,0,0,0,0,953853,0
NAGALAND,PHEK,2001,1,0,0,0,0,0,0,1,953853,1.05E-06
NAGALAND,TUENSANG,2001,0,0,0,0,0,0,0,0,953853,0
NAGALAND,WOKHA,2001,1,0,0,0,0,0,0,1,953853,1.05E-06
NAGALAND,ZUNHEBOTO,2001,2,0,0,0,0,0,0,2,953853,2.10E-06
NAGALAND,TOTAL,2001,17,6,0,6,0,0,0,29,953853,3.04E-05
ODISHA,ANGUL,2001,33,5,8,90,0,53,0,189,20762082,9.10E-06
ODISHA,BALASORE,2001,58,32,36,92,9,68,0,295,20762082,1.42E-05
ODISHA,BARAGARH,2001,19,8,0,41,2,30,0,100,20762082,4.82E-06
ODISHA,BERHAMPUR,2001,10,10,4,41,6,29,0,100,20762082,4.82E-06
ODISHA,BHADRAK,2001,35,18,23,29,5,79,0,189,20762082,9.10E-06
ODISHA,BOLANGIR,2001,19,16,4,91,11,61,0,202,20762082,9.73E-06
ODISHA,BOUDH,2001,6,5,1,21,3,6,0,42,20762082,2.02E-06
ODISHA,CUTTACK,2001,34,33,39,42,1,125,0,274,20762082,1.32E-05
ODISHA,DEOGARH,2001,8,4,2,33,0,8,0,55,20762082,2.65E-06
ODISHA,DHENKANAL,2001,15,7,14,82,5,31,0,154,20762082,7.42E-06
ODISHA,GAJAPATI,2001,10,3,1,13,2,7,0,36,20762082,1.73E-06
ODISHA,GANJAM,2001,22,10,1,102,6,9,0,150,20762082,7.22E-06
ODISHA,JAGATSINGHPUR,2001,12,16,16,13,2,30,0,89,20762082,4.29E-06
ODISHA,JAJPUR,2001,24,14,16,16,3,42,0,115,20762082,5.54E-06
ODISHA,JHARSUGUDA,2001,12,5,4,39,1,13,0,74,20762082,3.56E-06
ODISHA,KALAHANDI,2001,30,17,0,22,5,9,0,83,20762082,4.00E-06
ODISHA,KANDHAMAL,2001,34,25,4,95,15,29,0,202,20762082,9.73E-06
ODISHA,KENDRAPARA,2001,11,15,24,66,176,57,0,349,20762082,1.68E-05
ODISHA,KEONJHAR,2001,38,19,4,127,16,41,0,245,20762082,1.18E-05
ODISHA,KHURDA,2001,65,32,11,28,9,171,0,316,20762082,1.52E-05
ODISHA,KORAPUT,2001,38,13,7,56,124,132,0,370,20762082,1.78E-05
ODISHA,MALKANGIR,2001,14,5,0,27,0,12,0,58,20762082,2.79E-06
ODISHA,MAYURBHANJ,2001,77,31,19,141,0,74,0,342,20762082,1.65E-05
ODISHA,NAYAGARH,2001,17,18,14,11,3,9,0,72,20762082,3.47E-06
ODISHA,NOWRANGPUR,2001,13,3,0,41,7,13,0,77,20762082,3.71E-06
ODISHA,NUAPADA,2001,9,2,0,16,5,17,0,49,20762082,2.36E-06
ODISHA,PURI,2001,41,24,29,13,0,32,0,139,20762082,6.69E-06
ODISHA,RAYAGADA,2001,9,0,1,33,2,26,0,71,20762082,3.42E-06
ODISHA,ROURKELA,2001,12,6,2,35,13,17,0,85,20762082,4.09E-06
ODISHA,SAMBALPUR,2001,18,9,0,82,9,18,0,136,20762082,6.55E-06
ODISHA,SONEPUR,2001,8,4,6,28,4,11,0,61,20762082,2.94E-06
ODISHA,SRP(CUTTACK),2001,1,3,0,5,4,0,0,13,20762082,6.26E-07
ODISHA,SRP(ROURKELA),2001,2,3,0,2,0,0,0,7,20762082,3.37E-07
ODISHA,SUNDARGARH,2001,36,19,4,82,10,7,0,158,20762082,7.61E-06
ODISHA,TOTAL,2001,790,434,294,1655,458,1266,0,4897,20762082,0.000235863
PUNJAB,AMRITSAR,2001,9,26,7,9,0,77,0,128,13103873,9.77E-06
PUNJAB,BARNALA,2001,12,13,6,13,0,24,0,68,13103873,5.19E-06
PUNJAB,BATALA,2001,8,4,6,1,0,19,0,38,13103873,2.90E-06
PUNJAB,BHATINDA,2001,13,9,4,15,0,57,0,98,13103873,7.48E-06
PUNJAB,FARIDKOT,2001,6,7,4,11,0,20,0,48,13103873,3.66E-06
PUNJAB,FATEHGARH SAHIB,2001,11,6,4,4,1,7,0,33,13103873,2.52E-06
PUNJAB,FEROZEPUR,2001,22,7,11,17,0,22,0,79,13103873,6.03E-06
PUNJAB,G.R.P,2001,0,0,3,1,0,0,0,4,13103873,3.05E-07
PUNJAB,GURDASPUR,2001,12,14,6,4,0,21,0,57,13103873,4.35E-06
PUNJAB,HOSHIARPUR,2001,19,13,12,13,0,46,0,103,13103873,7.86E-06
PUNJAB,JAGRAON,2001,19,11,7,3,2,27,0,69,13103873,5.27E-06
PUNJAB,JALANDHAR,2001,21,49,17,16,2,104,0,209,13103873,1.59E-05
PUNJAB,KAPURTHALA,2001,8,9,2,20,0,34,0,73,13103873,5.57E-06
PUNJAB,KHANNA,2001,6,1,4,0,0,15,0,26,13103873,1.98E-06
PUNJAB,LUDHIANA,2001,38,46,11,46,13,249,0,403,13103873,3.08E-05
PUNJAB,MAJITHA,2001,9,6,9,8,0,20,0,52,13103873,3.97E-06
PUNJAB,MANSA,2001,6,4,2,3,0,3,0,18,13103873,1.37E-06
PUNJAB,MOGA,2001,11,9,6,8,2,25,0,61,13103873,4.66E-06
PUNJAB,MUKTSAR,2001,3,2,1,2,0,16,0,24,13103873,1.83E-06
PUNJAB,NAWAN SHAHR,2001,11,8,4,8,0,14,0,45,13103873,3.43E-06
PUNJAB,PATIALA,2001,23,46,10,128,19,232,0,458,13103873,3.50E-05
PUNJAB,ROPAR,2001,6,6,5,13,4,33,0,67,13103873,5.11E-06
PUNJAB,SANGRUR,2001,15,18,10,18,4,36,0,101,13103873,7.71E-06
PUNJAB,TARN TARAN,2001,10,10,8,11,0,27,0,66,13103873,5.04E-06
PUNJAB,TOTAL,2001,298,324,159,372,47,1128,0,2328,13103873,0.000177657
RAJASTHAN,AJMER,2001,16,125,12,95,0,236,0,484,32997440,1.47E-05
RAJASTHAN,ALWAR,2001,34,87,43,124,0,235,0,523,32997440,1.58E-05
RAJASTHAN,BANSWARA,2001,90,59,10,112,1,151,0,423,32997440,1.28E-05
RAJASTHAN,BARAN,2001,81,94,3,219,5,124,0,526,32997440,1.59E-05
RAJASTHAN,BARMER,2001,13,14,13,71,0,45,0,156,32997440,4.73E-06
RAJASTHAN,BHARATPUR,2001,48,103,24,77,0,209,0,461,32997440,1.40E-05
RAJASTHAN,BHILWARA,2001,42,223,5,126,3,312,0,711,32997440,2.15E-05
RAJASTHAN,BIKANER,2001,35,34,13,53,0,153,0,288,32997440,8.73E-06
RAJASTHAN,BUNDI,2001,36,103,2,164,6,157,0,468,32997440,1.42E-05
RAJASTHAN,CHITTORGARH,2001,67,169,7,112,5,384,0,744,32997440,2.25E-05
RAJASTHAN,CHURU,2001,24,14,8,73,3,174,0,296,32997440,8.97E-06
RAJASTHAN,DAUSA,2001,9,26,8,31,0,60,0,134,32997440,4.06E-06
RAJASTHAN,DHOLPUR,2001,24,33,21,34,0,93,0,205,32997440,6.21E-06
RAJASTHAN,DUNGARPUR,2001,17,50,3,56,0,60,0,186,32997440,5.64E-06
RAJASTHAN,G.R.P.,2001,1,4,0,14,0,0,0,19,32997440,5.76E-07
RAJASTHAN,GANGANAGAR,2001,55,65,13,118,2,375,0,628,32997440,1.90E-05
RAJASTHAN,HANUMANGARH,2001,35,22,20,98,0,241,0,416,32997440,1.26E-05
RAJASTHAN,JAIPUR,2001,61,203,29,179,1,453,0,926,32997440,2.81E-05
RAJASTHAN,JAISALMER,2001,2,7,3,21,0,16,0,49,32997440,1.48E-06
RAJASTHAN,JALORE,2001,10,20,12,61,0,96,0,199,32997440,6.03E-06
RAJASTHAN,JHALAWAR,2001,65,57,8,144,10,224,0,508,32997440,1.54E-05
RAJASTHAN,JHUNJHUNU,2001,19,25,0,50,0,125,0,219,32997440,6.64E-06
RAJASTHAN,JODHPUR,2001,20,53,12,128,3,263,1,480,32997440,1.45E-05
RAJASTHAN,KARAULI,2001,21,50,10,37,0,66,0,184,32997440,5.58E-06
RAJASTHAN,KOTA,2001,50,116,17,203,6,319,0,711,32997440,2.15E-05
RAJASTHAN,NAGAUR,2001,22,34,14,65,0,102,0,237,32997440,7.18E-06
RAJASTHAN,PALI,2001,25,61,15,115,2,196,0,414,32997440,1.25E-05
RAJASTHAN,RAJSAMAND,2001,13,63,6,40,1,104,0,227,32997440,6.88E-06
RAJASTHAN,SAWAI MADHOPUR,2001,19,42,6,49,0,97,0,213,32997440,6.46E-06
RAJASTHAN,SIKAR,2001,13,22,15,28,0,114,0,192,32997440,5.82E-06
RAJASTHAN,SIROHI,2001,22,19,8,29,0,79,0,157,32997440,4.76E-06
RAJASTHAN,TONK,2001,17,50,7,84,6,142,0,306,32997440,9.27E-06
RAJASTHAN,UDAIPUR,2001,43,118,9,68,2,127,0,367,32997440,1.11E-05
RAJASTHAN,TOTAL,2001,1049,2165,376,2878,56,5532,1,12057,32997440,0.000365392
SIKKIM,EAST,2001,7,1,0,0,8,0,0,16,287507,5.57E-05
SIKKIM,NORTH,2001,0,0,0,0,0,0,0,0,287507,0
SIKKIM,SOUTH,2001,1,0,0,0,4,0,0,5,287507,1.74E-05
SIKKIM,WEST,2001,0,1,0,0,2,0,0,3,287507,1.04E-05
SIKKIM,TOTAL,2001,8,2,0,0,14,0,0,24,287507,8.35E-05
TAMIL NADU,ARIYALUR,2001,6,14,3,38,4,8,0,73,36009055,2.03E-06
TAMIL NADU,CHENGAI,2001,20,8,16,58,8,57,0,167,36009055,4.64E-06
TAMIL NADU,CHENNAI,2001,28,0,13,70,209,111,0,431,36009055,1.20E-05
TAMIL NADU,CHENNAI RLY.,2001,0,0,0,5,0,2,0,7,36009055,1.94E-07
TAMIL NADU,COIMBATORE RURAL,2001,18,27,16,75,25,49,0,210,36009055,5.83E-06
TAMIL NADU,COIMBATORE URBAN,2001,4,10,5,19,38,28,0,104,36009055,2.89E-06
TAMIL NADU,CUDDALORE,2001,16,2,9,137,50,21,0,235,36009055,6.53E-06
TAMIL NADU,DHARMAPURI,2001,17,30,6,65,8,18,0,144,36009055,4.00E-06
TAMIL NADU,DINDIGUL,2001,14,35,8,48,11,8,5,129,36009055,3.58E-06
TAMIL NADU,ERODE,2001,9,14,4,72,16,25,0,140,36009055,3.89E-06
TAMIL NADU,KANCHIPURAM,2001,21,9,6,30,9,12,9,96,36009055,2.67E-06
TAMIL NADU,KANYAKUMARI,2001,6,9,5,27,170,29,0,246,36009055,6.83E-06
TAMIL NADU,KARUR,2001,4,8,2,21,2,14,0,51,36009055,1.42E-06
TAMIL NADU,MADURAI RURAL,2001,13,23,5,52,8,69,0,170,36009055,4.72E-06
TAMIL NADU,MADURAI URBAN,2001,2,18,12,20,52,24,0,128,36009055,3.55E-06
TAMIL NADU,NAGAPATTINAM,2001,12,25,4,55,13,8,0,117,36009055,3.25E-06
TAMIL NADU,NAMAKKAL,2001,7,16,4,39,13,18,0,97,36009055,2.69E-06
TAMIL NADU,NILGIRIS,2001,8,5,2,6,5,16,0,42,36009055,1.17E-06
TAMIL NADU,PERAMBALUR,2001,3,11,0,18,0,12,0,44,36009055,1.22E-06
TAMIL NADU,PUDUKOTTAI,2001,5,24,2,32,4,25,0,92,36009055,2.55E-06
TAMIL NADU,RAMNATHAPURAM,2001,13,17,4,59,12,16,0,121,36009055,3.36E-06
TAMIL NADU,SALEM RURAL,2001,8,29,8,53,7,7,0,112,36009055,3.11E-06
TAMIL NADU,SALEM URBAN,2001,2,10,3,7,13,11,0,46,36009055,1.28E-06
TAMIL NADU,SIVAGANGAI,2001,5,10,4,17,2,9,0,47,36009055,1.31E-06
TAMIL NADU,THANJAVUR,2001,0,34,0,53,46,31,0,164,36009055,4.55E-06
TAMIL NADU,THENI,2001,4,7,4,29,8,9,0,61,36009055,1.69E-06
TAMIL NADU,THIRUNELVELI RURAL,2001,57,53,3,155,62,13,0,343,36009055,9.53E-06
TAMIL NADU,THIRUNELVELI URBAN,2001,3,10,0,2,21,6,0,42,36009055,1.17E-06
TAMIL NADU,THIRUVALLUR,2001,16,11,6,70,17,16,0,136,36009055,3.78E-06
TAMIL NADU,THIRUVANNAMALAI,2001,5,33,1,53,9,18,0,119,36009055,3.30E-06
TAMIL NADU,THIRUVARUR,2001,7,26,4,50,18,2,0,107,36009055,2.97E-06
TAMIL NADU,THOOTHUGUDI,2001,12,0,1,94,47,36,0,190,36009055,5.28E-06
TAMIL NADU,TRICHY RLY.,2001,0,0,0,0,3,0,0,3,36009055,8.33E-08
TAMIL NADU,TRICHY RURAL,2001,6,17,3,22,5,2,0,55,36009055,1.53E-06
TAMIL NADU,TRICHY URBAN,2001,5,6,4,9,51,18,0,93,36009055,2.58E-06
TAMIL NADU,VELLORE,2001,13,0,8,54,16,5,0,96,36009055,2.67E-06
TAMIL NADU,VILLUPURAM,2001,37,37,14,78,20,42,0,228,36009055,6.33E-06
TAMIL NADU,VIRUDHUNAGAR,2001,17,19,2,81,10,20,0,149,36009055,4.14E-06
TAMIL NADU,TOTAL,2001,423,607,191,1773,1012,815,14,4835,36009055,0.000134272
TRIPURA,DHALAI,2001,11,0,2,4,0,11,0,28,1799541,1.56E-05
TRIPURA,NORTH,2001,29,11,3,16,0,60,0,119,1799541,6.61E-05
TRIPURA,SOUTH,2001,29,7,5,18,0,59,0,118,1799541,6.56E-05
TRIPURA,WEST,2001,33,17,6,20,0,97,0,173,1799541,9.61E-05
TRIPURA,TOTAL,2001,102,35,16,58,0,227,0,438,1799541,0.000243395
UTTAR PRADESH,AGRA,2001,66,132,63,110,114,327,0,812,95331831,8.52E-06
UTTAR PRADESH,ALIGARH,2001,50,78,44,90,54,258,0,574,95331831,6.02E-06
UTTAR PRADESH,ALLAHABAD,2001,42,75,56,85,105,226,0,589,95331831,6.18E-06
UTTAR PRADESH,AMBEDKAR NAGAR,2001,19,29,14,15,9,87,0,173,95331831,1.81E-06
UTTAR PRADESH,AURAIYA,2001,11,25,21,13,7,26,0,103,95331831,1.08E-06
UTTAR PRADESH,AZAMGARH,2001,11,41,32,14,15,81,0,194,95331831,2.03E-06
UTTAR PRADESH,BADAUN,2001,47,41,62,51,14,76,0,291,95331831,3.05E-06
UTTAR PRADESH,BAGHPAT,2001,15,17,20,18,12,64,0,146,95331831,1.53E-06
UTTAR PRADESH,BAHRAICH,2001,14,19,19,15,17,62,0,146,95331831,1.53E-06
UTTAR PRADESH,BALLIA,2001,18,17,19,7,22,35,0,118,95331831,1.24E-06
UTTAR PRADESH,BALRAMPUR,2001,8,19,12,23,11,30,0,103,95331831,1.08E-06
UTTAR PRADESH,BANDA,2001,27,18,21,51,18,50,0,185,95331831,1.94E-06
UTTAR PRADESH,BARABANKI,2001,41,55,35,37,21,188,0,377,95331831,3.95E-06
UTTAR PRADESH,BAREILLY,2001,93,98,57,110,40,421,0,819,95331831,8.59E-06
UTTAR PRADESH,BASTI,2001,18,23,22,28,12,48,0,151,95331831,1.58E-06
UTTAR PRADESH,BIJNOR,2001,38,59,31,67,38,230,0,463,95331831,4.86E-06
UTTAR PRADESH,BULANDSHAHAR,2001,31,64,45,71,219,227,0,657,95331831,6.89E-06
UTTAR PRADESH,CHANDOLI,2001,4,11,16,13,0,22,0,66,95331831,6.92E-07
UTTAR PRADESH,CHITRAKOOT DHAM,2001,8,3,8,16,4,2,0,41,95331831,4.30E-07
